action: resupply[$c1],action: resupply[$c2],action: resupply[$c3],action: resupply[$c4],states: quant[$c1],states: quant[$c2],states: quant[$c3],states: quant[$c4]
268,0,0,232,159,125,120,96
0,392,0,0,175,117,118,90
18,227,189,0,170,130,116,84
0,0,0,274,183,125,117,78
301,0,0,88,178,117,115,90
0,346,0,0,194,109,113,84
0,425,0,0,189,122,111,78
117,0,194,0,184,135,109,72
0,70,300,72,200,127,107,66
154,274,0,0,195,140,126,81
0,113,139,224,190,132,124,75
0,115,104,181,185,124,122,69
0,0,479,0,180,137,141,84
0,0,0,122,175,129,139,78
0,0,0,409,170,121,137,72
0,56,352,0,165,113,135,87
0,108,0,391,160,126,154,81
0,0,2,469,155,118,152,75
20,0,248,0,150,110,152,90
0,51,229,184,164,102,150,84
189,0,175,0,159,115,169,99
193,0,0,131,154,107,167,93
0,152,195,149,149,99,165,87
162,0,180,148,144,112,184,102
76,0,224,0,139,104,182,96
106,0,117,199,134,96,180,90
0,162,102,0,150,88,178,84
385,0,96,0,145,101,197,78
0,0,0,456,140,93,195,72
313,0,0,0,135,85,193,87
0,0,0,397,151,77,191,81
0,388,0,0,146,69,189,96
279,97,0,0,141,82,187,90
185,84,198,4,157,74,185,84
10,442,0,0,173,66,183,78
174,197,0,0,178,69,181,72
38,64,0,318,194,61,179,66
0,15,475,0,210,53,177,60
157,0,140,190,205,60,196,54
69,0,31,349,206,52,194,48
0,394,0,0,222,44,192,42
225,0,0,196,217,57,190,36
0,0,0,411,233,49,188,30
0,0,144,132,228,41,186,45
0,247,222,0,223,33,205,60
0,9,0,444,218,25,203,54
476,0,0,12,213,26,201,69
123,0,183,0,220,18,199,63
76,136,0,21,236,10,197,57
0,411,79,0,252,2,195,51
0,0,45,0,0,0,0,0
413,0,0,0,0,0,45,0
292,44,29,36,413,0,43,0
256,0,161,0,459,0,41,0
0,0,76,271,461,0,39,0
152,0,0,286,456,0,44,7
309,0,0,141,457,0,42,1
0,269,207,0,460,0,40,0
388,0,0,0,455,7,45,0
0,173,0,248,457,0,43,0
374,0,0,0,452,7,41,7
0,0,294,39,460,0,39,1
0,0,0,397,455,0,45,8
304,0,0,0,450,0,43,7
0,204,0,182,458,0,41,1
0,108,0,306,453,8,39,8
100,0,339,6,448,13,37,15
0,0,369,106,451,5,35,9
0,460,0,0,446,0,51,21
0,46,106,290,441,0,49,15
172,237,0,0,436,8,55,17
0,0,0,473,436,0,53,11
146,242,0,75,431,0,51,18
158,308,0,0,439,0,49,12
0,201,242,0,447,0,47,6
0,137,157,0,442,13,58,0
115,0,285,64,437,7,58,0
469,0,0,0,444,0,56,0
38,0,249,185,446,0,54,0
0,0,294,190,448,0,52,0
0,101,212,131,443,0,57,7
0,0,268,158,438,6,61,7
230,0,0,59,433,0,66,8
8,0,261,0,434,0,64,2
255,0,0,83,437,0,63,0
0,207,0,0,439,0,61,0
108,0,326,0,434,7,59,0
0,415,52,0,443,0,57,0
25,246,199,0,438,7,62,0
378,64,0,0,440,0,60,0
297,0,0,199,442,0,58,0
0,143,72,0,444,0,56,0
0,265,84,0,439,7,61,0
2,0,205,0,434,7,66,0
241,0,0,124,431,0,69,0
0,0,1,444,433,0,67,0
0,0,0,128,428,0,66,7
191,225,0,0,423,0,64,13
40,32,172,113,431,0,62,7
61,130,186,0,439,0,60,1
0,361,0,0,442,0,58,0
0,370,0,65,437,7,56,0
463,0,0,0,432,14,54,14
137,0,306,13,434,6,52,8
59,18,39,120,448,0,50,2
435,0,0,0,452,0,48,0
0,170,25,257,454,0,46,0
7,0,117,63,449,7,51,7
7,358,0,120,450,0,49,1
0,487,0,0,452,1,47,1
0,264,13,0,447,8,45,0
0,0,441,0,442,15,56,0
365,70,0,0,437,7,56,0
155,164,77,87,446,0,54,0
0,0,492,0,448,0,52,0
222,0,0,165,443,0,57,0
343,80,0,66,445,0,55,0
120,38,141,41,447,0,53,0
3,128,263,0,449,0,51,0
215,0,32,0,447,4,53,0
3,0,0,462,449,0,51,0
0,0,441,0,447,0,49,4
0,250,40,195,442,0,58,0
0,32,457,6,437,7,63,7
0,0,0,188,432,6,67,7
0,0,129,273,427,0,65,8
96,0,0,242,422,0,76,15
409,0,62,0,417,0,74,9
0,449,39,0,425,0,72,3
220,0,56,0,420,10,80,0
220,0,262,0,420,2,78,0
0,431,0,1,424,0,76,0
0,180,0,51,419,7,74,1
90,0,182,88,414,14,72,14
0,168,161,17,416,6,70,8
137,0,260,0,411,19,87,19
48,78,124,118,406,11,85,13
126,0,9,305,407,3,83,7
232,148,0,0,418,0,81,1
365,0,97,0,421,0,79,0
0,0,427,0,423,0,77,0
0,0,383,0,418,0,82,0
322,150,0,0,413,0,87,0
0,448,0,0,415,0,85,0
0,0,492,0,410,7,83,0
0,0,444,0,405,0,95,0
242,0,159,0,400,0,100,0
132,342,9,0,402,0,98,0
0,0,480,0,404,0,96,0
0,223,8,52,399,0,101,0
119,125,0,215,0,0,0,0
352,0,0,0,119,125,0,215
0,307,193,0,174,117,0,209
106,16,0,108,169,128,19,203
0,411,0,0,166,120,17,197
91,0,242,63,161,133,15,191
8,0,0,196,177,125,13,185
123,0,0,159,180,117,11,192
0,0,0,485,196,109,9,186
16,28,220,37,191,101,7,201
103,205,90,6,202,98,10,200
207,0,0,11,208,90,8,194
0,96,0,349,224,82,6,188
0,0,0,429,219,95,4,203
187,38,4,0,214,87,2,197
0,0,253,162,230,79,0,191
113,93,155,0,225,71,19,204
109,368,0,0,222,63,17,198
0,93,0,369,238,55,15,192
0,246,115,0,233,68,13,207
105,260,43,0,228,60,11,201
0,0,465,0,244,52,9,195
0,0,479,0,239,44,28,189
142,0,70,214,234,36,47,183
0,229,168,94,250,28,45,177
0,355,5,0,245,41,64,192
0,420,0,0,240,33,62,186
63,241,20,121,235,25,60,180
0,0,0,445,251,17,58,174
0,90,227,29,246,9,56,189
254,153,35,0,241,22,75,204
0,42,0,328,236,14,73,198
313,0,0,0,231,6,71,192
154,312,0,0,245,0,69,186
0,0,464,0,253,0,67,180
115,120,0,0,248,0,78,174
0,431,0,0,256,0,76,168
0,0,0,455,251,13,74,162
47,31,286,0,246,5,72,177
0,179,213,0,259,0,70,171
0,1,31,419,254,13,81,165
76,353,45,0,249,6,87,167
0,269,175,0,254,0,85,161
219,0,0,0,249,13,96,155
0,0,0,388,252,5,94,149
324,0,151,0,247,0,92,161
44,163,44,120,255,0,90,155
349,0,134,0,263,0,88,149
22,176,161,0,271,0,86,143
0,0,330,0,279,0,84,137
0,0,0,217,274,0,95,131
111,107,108,45,269,0,93,138
430,0,50,0,277,0,91,132
0,117,261,39,285,0,89,126
0,402,0,0,280,13,100,133
0,0,269,200,275,5,98,127
0,417,0,0,270,0,109,134
23,299,99,0,265,0,107,128
208,0,0,211,273,0,105,122
0,349,0,8,281,0,103,116
350,16,0,0,276,13,101,118
217,0,271,0,284,5,99,112
271,0,6,24,297,0,97,106
119,356,0,0,305,0,95,100
0,143,280,0,313,0,93,94
101,0,331,0,308,13,104,88
181,0,0,315,311,5,102,82
93,51,14,131,324,0,100,76
0,0,0,431,332,0,98,70
282,0,0,0,327,0,96,77
0,0,393,0,335,0,94,71
475,0,0,0,330,0,105,65
236,0,0,120,338,0,103,59
249,168,0,17,346,0,101,53
211,0,0,0,354,0,99,47
0,0,36,294,362,0,97,41
0,267,39,57,357,0,108,48
351,0,0,0,352,0,106,42
0,0,152,241,360,0,104,36
12,0,140,295,355,0,115,43
348,15,0,0,350,0,113,37
25,327,0,0,358,0,111,31
0,0,409,54,366,0,109,25
225,0,0,254,361,0,120,32
145,246,0,0,356,0,118,26
0,0,245,0,364,0,116,20
169,0,0,248,359,0,127,14
0,351,120,16,367,0,125,8
0,399,0,64,362,13,136,15
108,196,0,0,357,5,134,9
199,0,0,230,365,0,132,3
82,73,164,123,370,0,130,0
295,77,0,118,372,0,128,0
0,0,0,356,374,0,126,0
456,0,0,0,369,0,124,7
0,447,12,0,377,0,122,1
86,0,391,0,372,8,128,0
0,0,0,295,374,0,126,0
0,0,151,186,369,0,124,7
0,0,216,250,364,0,135,14
134,249,0,0,0,0,0,0
0,0,486,0,134,249,0,0
482,0,0,0,129,241,130,0
235,0,65,24,139,233,128,0
413,0,82,0,149,225,126,0
395,0,0,0,159,217,124,0
53,27,331,0,169,209,122,0
54,0,0,309,179,201,120,0
0,0,301,0,189,193,118,0
299,86,0,2,184,185,131,0
231,0,0,191,194,177,129,0
86,206,0,86,204,169,127,0
0,232,254,0,214,161,125,0
0,0,0,364,209,168,138,0
0,258,210,0,204,160,136,0
0,0,0,445,199,167,149,0
0,28,104,0,194,159,147,0
0,0,0,263,189,166,160,0
302,117,72,0,184,158,158,0
39,275,0,37,194,150,156,0
0,136,97,33,204,142,154,0
16,260,1,27,199,149,167,15
68,274,0,0,194,141,165,9
211,118,0,0,201,133,163,3
160,0,17,77,214,125,161,0
0,108,0,333,224,117,159,0
133,12,328,0,219,124,157,15
37,276,0,0,220,116,155,9
285,0,0,124,236,108,153,3
62,394,0,0,249,100,151,0
0,0,0,384,259,92,149,0
39,224,46,126,254,84,147,15
0,0,0,345,270,76,145,9
269,0,183,20,265,68,143,24
296,37,28,0,281,60,141,18
205,13,73,59,297,52,139,12
114,0,121,0,313,44,137,6
12,190,0,155,329,36,135,0
170,314,0,0,336,31,133,3
141,115,155,0,346,23,131,0
0,381,41,72,356,15,129,0
118,167,95,0,351,22,142,15
3,0,259,85,346,14,140,9
331,0,56,0,344,6,147,12
0,410,0,50,349,0,145,6
0,5,121,359,344,13,143,13
474,0,0,0,339,10,149,15
71,309,0,0,342,2,147,9
0,0,0,485,352,0,145,3
142,4,306,0,347,0,143,10
0,453,0,35,355,0,141,4
183,0,8,173,350,11,139,11
0,385,70,0,355,3,137,5
0,0,421,0,350,15,150,0
40,61,131,140,345,7,148,0
0,385,0,0,354,0,146,0
192,222,0,0,349,7,144,0
0,0,5,475,358,0,142,0
230,198,57,0,353,0,145,7
81,121,0,0,356,0,143,1
0,466,0,0,359,0,141,0
422,0,0,0,354,7,139,0
0,488,0,0,363,0,137,0
0,62,174,197,358,7,135,0
478,0,0,0,353,14,147,14
147,0,0,333,348,6,145,8
345,0,0,0,355,0,143,2
0,154,0,306,359,0,141,0
0,94,376,0,354,7,139,7
395,0,0,99,349,13,150,1
80,0,0,340,347,5,148,0
0,0,0,418,354,0,146,0
16,0,0,323,349,0,144,7
225,118,0,0,357,0,142,1
491,0,0,0,360,0,140,0
322,0,0,0,362,0,138,0
381,81,0,0,364,0,136,0
0,4,418,62,366,0,134,0
0,43,158,118,361,4,139,7
0,0,1,493,356,6,143,7
0,0,0,457,351,0,142,8
447,0,0,0,346,0,140,14
0,0,249,0,354,0,138,8
5,467,0,0,349,0,149,2
146,38,0,0,349,4,147,0
0,122,219,151,355,0,145,0
0,0,440,47,350,7,150,7
0,0,0,270,345,0,154,7
0,207,0,186,340,0,152,8
125,257,0,0,335,13,150,15
0,0,233,189,338,5,148,9
0,325,0,68,333,0,164,21
0,379,0,64,328,0,162,15
114,188,0,54,323,8,160,17
0,358,0,0,331,0,158,11
281,34,83,0,326,13,156,5
277,0,130,0,341,5,154,0
0,416,0,0,348,0,152,0
150,333,0,0,343,7,150,0
0,0,5,449,352,0,148,0
318,0,0,0,0,0,0,0
17,18,211,16,318,0,0,0
477,0,0,0,330,18,170,16
496,0,0,0,325,10,168,10
130,252,0,0,328,2,166,4
0,14,468,0,336,0,164,0
428,0,0,0,331,7,169,0
0,406,0,42,333,0,167,0
0,0,426,38,328,7,165,7
65,422,0,0,323,0,176,14
135,365,0,0,318,0,174,8
0,207,276,0,326,0,172,2
0,314,0,0,321,9,179,0
0,0,347,0,316,7,177,0
443,0,0,0,311,0,189,0
165,265,0,0,313,0,187,0
191,12,0,267,315,0,185,0
192,48,0,118,317,0,183,0
243,0,0,214,319,0,181,0
0,69,86,147,321,0,179,0
333,0,166,0,316,7,184,7
5,297,0,70,317,0,182,1
0,0,0,488,317,3,180,3
413,0,0,32,312,0,178,10
0,0,339,128,320,0,176,4
4,46,19,116,315,0,185,11
6,0,0,313,312,0,183,5
0,72,162,0,313,0,181,6
0,344,88,0,308,13,192,0
0,0,221,269,303,7,192,0
138,124,0,0,298,0,202,12
109,291,0,75,294,0,200,6
451,0,0,0,302,0,198,0
0,0,406,23,304,0,196,0
214,0,0,80,299,0,201,7
242,186,0,0,300,0,199,1
450,0,0,0,303,0,197,0
0,406,75,0,305,0,195,0
0,450,0,0,300,7,200,0
0,0,270,219,295,7,198,0
0,0,112,343,290,0,210,14
0,19,316,0,285,0,208,8
400,0,0,0,280,12,218,2
0,0,0,400,280,4,216,0
0,347,0,31,275,0,214,11
46,0,287,0,270,13,212,18
129,92,0,94,273,5,210,12
0,0,18,422,286,0,208,6
0,0,0,137,281,0,219,13
52,225,0,90,276,0,217,7
0,354,41,0,284,0,215,1
0,462,0,0,279,8,221,0
70,0,0,218,274,7,219,0
0,0,457,0,283,0,217,0
236,124,86,19,278,0,222,0
0,89,247,88,280,0,220,0
0,18,423,0,275,7,225,7
317,0,90,0,270,6,229,1
9,0,440,0,273,0,227,0
58,41,333,0,275,0,225,0
397,0,0,0,277,0,223,0
44,151,118,59,279,0,221,0
67,0,98,198,281,0,219,0
77,0,198,0,283,0,217,0
45,0,83,211,285,0,215,0
327,46,0,0,287,0,213,0
236,0,0,6,289,0,211,0
0,304,70,0,291,0,209,0
0,0,304,0,286,7,214,0
0,0,334,128,281,0,219,0
200,9,162,0,276,0,224,7
273,200,0,0,277,0,222,1
0,452,0,2,280,0,220,0
289,0,57,0,275,7,218,2
0,459,23,0,284,0,216,0
185,0,184,0,279,7,221,0
68,0,345,0,281,0,219,0
0,0,237,263,283,0,217,0
321,0,0,148,278,0,222,7
307,149,0,0,279,0,220,1
345,0,0,84,282,0,218,0
205,0,0,225,284,0,216,0
0,184,311,0,286,0,214,0
0,499,0,0,281,7,219,0
368,0,41,0,276,7,217,0
443,0,0,0,285,0,215,0
0,428,0,0,287,0,213,0
0,0,187,40,282,7,211,0
329,0,0,0,277,0,223,14
140,35,240,15,272,0,221,8
0,80,101,238,279,0,219,2
296,0,170,0,274,9,226,9
0,0,276,123,272,1,224,3
347,0,25,0,267,0,233,11
38,391,0,0,264,0,231,5
342,0,99,0,271,0,229,0
0,445,0,0,273,0,227,0
386,0,0,91,268,7,225,0
307,0,57,0,277,0,223,0
0,0,0,389,279,0,221,0
0,393,74,0,0,0,0,0
477,0,0,0,0,393,74,0
0,239,167,0,43,385,72,0
85,73,97,162,38,392,85,0
0,53,275,52,33,384,83,0
414,0,0,0,28,391,96,15
0,0,248,0,23,383,94,9
58,0,168,104,18,375,104,3
2,132,0,0,31,367,102,0
90,0,130,102,28,372,100,0
0,47,0,408,38,364,98,0
0,0,303,137,33,371,96,15
0,25,0,461,28,363,100,15
0,119,0,128,23,370,98,24
285,0,0,178,18,368,96,24
1,111,0,293,28,360,94,18
308,161,0,8,24,372,92,32
0,0,0,423,20,364,90,26
172,182,91,0,15,356,88,41
0,260,0,0,31,348,86,35
0,0,441,0,26,361,84,29
17,171,0,19,21,353,103,23
0,0,441,0,33,349,101,21
234,0,0,241,28,341,116,15
78,132,205,0,44,333,114,9
60,0,0,356,60,325,112,3
0,453,0,0,73,317,110,0
0,474,0,0,68,324,108,0
33,212,0,0,63,331,106,0
197,0,250,14,73,323,104,0
358,0,73,0,83,315,102,0
119,56,0,307,93,307,100,0
193,0,237,0,103,299,98,0
161,0,315,0,113,291,96,0
0,0,449,0,123,283,94,0
0,379,0,36,118,275,107,0
0,472,15,0,113,282,105,15
0,409,6,0,108,280,109,9
315,0,0,0,103,287,113,3
290,165,0,0,110,279,111,0
28,0,0,469,120,271,109,0
0,0,410,0,130,263,107,0
15,0,43,368,125,255,120,0
0,425,0,75,135,247,118,0
376,0,111,0,130,254,116,15
206,68,0,17,131,246,114,9
0,161,219,16,147,238,112,3
0,56,359,0,142,248,128,16
231,0,11,17,137,240,126,10
0,16,174,233,140,232,124,4
11,461,0,0,135,240,141,19
199,0,121,10,130,232,139,13
0,0,0,464,132,224,137,7
50,287,87,0,127,216,135,22
163,65,0,227,143,208,133,16
0,287,152,0,159,200,131,10
0,0,213,241,154,213,150,4
0,447,0,0,149,205,148,0
133,0,203,0,144,210,146,0
76,0,228,0,154,202,144,0
220,0,267,0,164,194,142,0
0,0,202,0,174,186,140,0
0,90,377,0,169,178,153,0
250,0,0,209,164,185,166,0
10,82,348,1,159,177,164,0
212,155,48,0,164,174,167,1
248,0,0,0,169,166,165,0
0,16,126,327,179,158,163,0
0,0,0,416,174,165,176,15
0,0,34,336,169,157,174,9
125,34,85,27,164,149,184,15
37,0,57,370,168,141,182,9
0,403,0,0,184,133,180,3
209,0,0,226,179,143,178,0
0,0,6,154,189,135,176,0
87,0,0,146,184,127,180,15
218,0,110,93,194,119,178,9
70,0,0,121,210,111,176,3
20,0,129,78,223,103,174,0
75,142,0,205,233,95,172,0
52,20,402,0,243,87,170,0
307,0,0,0,253,79,168,0
212,0,0,269,263,71,166,0
0,0,5,348,273,63,164,0
0,0,59,403,268,55,167,15
0,233,0,73,263,47,181,25
109,0,2,178,258,44,179,24
116,294,0,0,269,36,177,18
0,0,0,494,285,28,175,12
0,178,0,231,280,20,173,27
371,0,0,90,275,33,171,42
0,0,128,244,270,25,169,36
299,98,0,0,265,17,188,51
87,186,0,130,260,9,186,45
20,262,0,0,276,1,184,39
0,0,164,321,285,0,182,33
56,0,28,70,280,0,193,40
210,0,61,0,275,0,191,34
297,101,0,0,283,0,189,28
0,112,110,0,291,0,187,22
0,38,0,427,0,0,0,0
0,0,391,0,0,38,0,427
0,360,23,0,0,30,49,421
33,95,140,103,0,38,63,415
0,211,0,93,0,30,61,409
57,0,310,0,0,38,59,419
0,330,0,102,0,30,57,413
0,272,222,0,0,38,55,423
110,0,54,219,0,30,53,417
0,0,216,0,16,22,51,411
106,282,0,0,11,14,70,405
382,34,0,0,27,6,68,399
469,0,29,0,41,0,66,393
353,0,94,0,49,0,64,387
0,14,151,154,57,0,62,381
34,0,140,170,52,13,73,388
137,78,150,49,47,5,71,382
0,0,272,127,55,0,69,376
32,0,182,101,50,0,80,383
0,0,439,0,45,0,78,377
5,0,0,476,40,0,89,371
0,33,423,0,40,0,87,373
7,238,69,83,35,13,98,367
48,0,176,0,37,6,97,362
0,0,269,0,49,0,95,356
0,126,120,19,44,0,106,350
99,0,360,0,39,13,117,357
393,0,0,0,34,5,115,351
0,0,0,431,42,0,113,345
308,131,0,0,37,0,111,352
0,0,286,18,45,0,109,346
211,111,0,0,40,0,120,353
458,0,0,0,35,0,118,347
85,0,0,354,43,0,116,341
93,0,314,0,51,0,114,335
204,0,0,142,59,0,112,329
0,0,146,296,67,0,110,323
0,0,60,363,62,0,121,330
47,164,124,0,57,0,119,324
264,0,0,10,65,0,117,318
0,160,119,155,73,0,115,312
0,53,257,151,68,13,126,319
195,0,18,94,63,5,124,313
6,263,0,0,71,0,122,307
0,0,385,0,72,7,120,301
89,257,0,147,67,0,138,295
0,256,0,138,75,0,136,289
0,67,422,0,70,13,134,296
0,0,243,98,65,13,140,290
179,0,185,5,60,5,151,297
0,73,83,36,60,0,149,291
281,146,0,0,55,13,160,298
0,92,183,190,50,5,158,292
0,282,0,162,45,13,169,299
0,0,271,221,40,5,167,293
163,0,0,288,35,0,178,300
0,0,417,0,30,0,176,294
0,395,0,0,25,0,187,288
123,157,0,175,20,13,185,282
123,356,0,0,36,5,183,276
22,48,44,33,49,0,181,270
0,242,0,0,57,0,179,264
0,19,74,286,52,13,177,258
0,230,108,100,47,24,196,273
0,86,0,379,42,16,194,267
338,0,0,13,37,10,192,263
233,52,0,7,51,2,190,257
0,399,0,0,61,0,188,251
0,0,465,0,56,13,186,245
419,0,0,0,51,5,205,239
0,91,0,345,64,0,203,233
0,0,375,78,59,13,201,240
30,438,18,0,54,5,207,242
469,6,0,0,59,0,205,236
58,0,362,0,67,0,203,230
0,0,360,127,75,0,201,224
317,0,0,0,70,0,212,231
0,170,0,170,65,0,210,225
0,144,17,87,60,13,208,232
0,25,225,0,55,13,214,234
0,0,0,453,50,10,217,228
0,286,0,115,45,2,215,238
383,0,37,77,40,15,213,247
0,0,373,0,41,7,211,241
94,0,90,132,36,0,229,235
68,77,47,0,44,0,227,229
0,0,495,0,52,0,225,223
55,0,0,200,47,0,236,217
0,0,28,388,55,0,234,211
0,455,0,0,50,0,245,218
41,0,0,421,45,0,243,212
0,163,317,0,53,0,241,206
8,0,0,358,48,13,252,200
0,0,0,464,51,5,250,194
383,8,0,50,46,0,248,206
0,178,0,0,54,0,246,200
13,249,84,13,49,13,244,194
198,0,0,207,57,13,250,196
0,137,52,0,57,5,248,190
479,0,0,0,52,18,264,184
0,0,0,493,0,0,0,0
0,75,355,0,0,0,0,493
0,0,0,481,0,13,13,487
0,145,39,296,0,5,11,484
0,276,0,33,0,13,22,491
0,401,0,0,0,5,20,485
182,79,0,167,0,3,18,479
35,0,238,188,11,0,16,473
30,178,154,0,19,0,14,467
369,0,0,0,27,0,12,461
24,376,0,0,35,0,10,455
202,0,17,211,43,0,8,449
231,0,115,0,51,0,6,443
119,7,347,0,59,0,4,437
0,0,0,229,67,0,2,431
189,0,0,254,62,0,0,438
402,0,3,0,68,0,0,432
117,38,291,0,74,0,0,426
0,136,4,338,80,0,0,420
479,0,0,0,75,11,4,425
241,0,0,241,76,3,2,419
0,0,407,0,87,0,0,413
0,339,131,0,82,0,11,407
2,0,279,19,77,13,22,401
0,0,0,468,74,5,26,401
404,0,0,0,69,0,24,407
241,220,0,0,77,0,22,401
231,117,0,3,85,0,20,395
236,0,160,0,93,0,18,389
245,68,0,97,101,0,16,383
0,162,307,0,109,0,14,377
0,0,375,0,104,13,25,371
87,0,0,353,99,5,31,365
121,54,5,234,112,0,29,359
331,0,69,0,120,0,27,353
0,432,0,0,128,0,25,347
147,11,221,113,123,13,23,341
39,183,7,0,139,5,21,335
259,0,138,7,152,0,19,329
270,0,209,0,160,0,17,323
389,80,0,0,168,0,15,317
0,65,109,326,176,0,13,311
260,0,51,0,171,13,24,318
307,0,0,0,166,5,22,312
0,152,0,204,174,0,20,306
0,0,397,0,169,13,18,313
306,161,0,0,164,5,24,307
0,294,135,0,177,0,22,301
254,0,174,0,172,13,33,295
0,76,0,368,175,5,31,289
47,23,0,375,170,18,29,301
0,92,85,231,168,10,27,295
0,0,493,0,163,23,46,310
329,0,8,0,158,15,44,304
0,0,467,5,153,7,42,298
57,315,0,0,148,0,60,297
0,0,0,443,151,0,58,291
0,0,213,238,146,0,56,298
281,158,0,0,141,0,67,305
403,0,0,0,136,0,65,299
96,362,0,0,144,0,63,293
200,0,0,247,152,0,61,287
284,119,0,95,160,0,59,281
0,402,0,0,168,0,57,275
73,21,385,0,163,13,55,269
0,71,105,86,179,5,53,263
0,0,7,433,174,18,69,275
136,29,281,51,169,10,67,269
285,0,0,75,170,2,65,263
3,184,0,0,180,0,63,257
30,49,172,0,178,10,61,251
0,214,230,0,194,2,59,245
0,0,442,0,189,15,72,239
392,0,0,0,184,7,76,233
0,0,0,445,199,0,74,227
220,229,0,0,194,0,72,234
0,247,0,0,202,0,70,228
0,181,0,0,197,13,68,222
190,0,84,0,192,26,66,216
141,0,73,0,208,18,64,210
56,0,0,418,224,10,62,204
134,0,7,269,240,2,60,198
0,6,298,0,250,0,58,192
44,41,144,0,245,6,69,186
0,337,0,141,253,0,67,180
0,0,393,0,248,13,65,187
0,298,137,0,243,5,71,181
0,407,0,0,238,18,87,175
0,0,446,0,233,13,85,169
486,0,0,0,228,5,104,163
66,134,40,22,241,0,102,157
1,361,0,0,249,0,100,151
118,0,185,0,245,12,98,145
395,0,0,77,261,4,96,139
0,0,477,0,273,0,94,133
0,182,117,0,268,0,105,127
138,0,0,70,263,13,116,121
0,0,1,442,266,5,114,115
0,0,0,371,261,0,113,127
0,421,0,0,256,0,111,133
126,0,0,347,0,0,0,0
358,0,0,0,126,0,0,347
0,323,0,55,159,0,0,341
100,226,23,0,154,11,0,346
157,0,100,87,157,3,0,340
0,1,146,136,166,0,0,334
0,0,314,157,161,1,11,339
262,0,117,0,156,0,11,335
493,0,0,0,162,0,9,329
0,0,272,0,170,0,7,323
0,328,0,0,165,0,18,317
0,106,0,358,160,13,16,311
0,0,0,328,155,26,14,326
39,407,0,0,150,18,12,320
0,337,2,0,166,10,10,314
0,176,247,0,161,23,10,308
441,0,0,53,156,34,27,302
437,0,0,0,153,26,25,296
144,11,0,315,169,18,23,290
154,178,168,0,185,10,21,284
488,0,0,0,201,2,19,278
0,0,11,352,211,0,17,272
0,21,121,208,206,0,26,279
396,0,80,0,201,2,26,275
0,242,0,0,207,0,24,269
4,226,0,190,202,13,22,263
354,0,0,0,201,22,20,274
0,0,353,0,200,14,18,268
0,0,0,313,195,6,37,262
52,0,0,416,190,0,35,275
0,0,478,0,198,0,33,269
307,177,0,0,193,0,44,263
0,73,158,72,201,0,42,257
0,416,0,0,196,13,53,264
0,0,0,321,191,5,51,258
425,18,0,0,186,0,49,265
0,255,207,0,194,0,47,259
73,416,0,0,189,13,58,253
0,75,127,238,192,5,56,247
16,103,135,0,187,18,72,259
0,325,131,0,182,10,70,253
0,300,0,90,177,8,74,247
18,0,379,79,172,15,72,256
3,485,0,0,173,7,70,250
128,0,0,221,171,17,68,244
330,0,0,131,187,9,66,238
0,45,395,35,203,1,64,232
0,195,0,9,198,14,76,240
180,0,86,93,193,6,74,234
75,342,0,0,200,0,72,228
375,0,108,0,208,0,70,222
9,0,283,34,216,0,68,216
453,0,0,0,220,0,70,214
0,34,17,123,224,0,68,208
0,262,46,17,219,13,79,215
0,379,0,10,214,5,77,209
130,0,131,0,209,13,75,213
0,11,0,397,215,5,73,207
0,0,251,166,210,11,71,219
0,393,43,0,205,3,79,223
0,341,89,0,200,6,83,217
0,13,0,464,195,13,94,211
0,0,361,0,190,13,92,213
75,324,8,89,185,5,103,207
0,0,0,457,198,0,101,201
0,0,437,0,193,0,99,208
0,424,0,0,188,0,110,202
0,446,0,0,183,13,108,196
404,0,21,0,178,26,106,190
96,397,0,0,194,18,104,184
0,71,67,233,210,10,102,178
0,225,13,0,205,23,121,193
0,176,263,0,200,15,119,187
0,356,0,0,195,7,117,181
69,366,42,0,190,20,115,175
107,388,0,0,206,12,113,169
0,98,93,309,222,4,111,163
387,0,0,0,217,17,126,174
0,158,285,0,212,9,124,168
424,0,0,0,207,9,130,162
333,0,0,0,215,1,128,156
0,0,459,0,224,0,126,150
152,0,320,0,219,0,137,144
0,0,0,490,227,0,135,138
0,0,313,166,222,0,133,145
298,153,0,0,217,0,144,152
0,0,181,139,212,0,142,146
0,0,0,418,207,0,153,153
0,312,26,139,202,0,151,147
59,28,344,13,197,13,162,154
0,215,124,0,192,5,160,148
0,0,165,108,187,13,171,142
0,0,41,133,182,5,177,144
0,422,0,75,177,0,185,148
73,324,0,19,172,3,183,145
251,36,0,92,180,0,181,139
0,181,0,242,188,0,179,133
335,0,0,0,183,13,177,140
137,63,0,255,186,5,175,134
324,52,0,0,199,0,173,128
90,72,268,45,0,0,0,0
205,247,0,0,90,72,268,45
136,139,135,0,131,64,266,39
0,353,0,119,147,56,264,33
0,385,0,0,142,69,262,48
280,0,61,0,137,61,260,42
66,0,386,0,153,53,258,36
0,166,0,199,169,45,256,30
0,86,84,284,164,58,254,45
428,0,0,0,159,50,252,39
180,0,0,220,175,42,250,33
0,53,0,418,191,34,248,27
102,0,73,124,186,47,246,42
0,225,0,0,181,39,244,36
344,35,0,16,176,52,242,30
168,0,76,0,192,44,240,24
339,0,0,0,208,36,238,18
458,0,0,31,224,28,236,12
0,0,426,0,240,20,234,6
0,231,0,190,235,12,253,0
